Season,MatchDay,Team,HomeAway,Opponent,Scored,Conceded,XGoals,Passes,Accuracy,Shots,OnTarget,OffTarget,Possession,TacklesWon,Corners,Offsides,Fouls,Win
2024-2025,22,Bayer Leverkusen,Home,Bayern Munich,0,0,2.23,529,0.85,16,3,13,0.56,101,6,2,16,0
2024-2025,22,Bayern Munich,Away,Bayer Leverkusen,0,0,0.14,431,0.8,2,0,2,0.44,116,0,3,13,0
2024-2025,22,Werder Bremen,Home,Hoffenheim,1,3,0.99,570,0.82,12,3,9,0.58,83,6,4,14,0
2024-2025,22,Hoffenheim,Away,Werder Bremen,3,1,1.6,348,0.75,16,7,9,0.42,116,4,4,12,1
2024-2025,22,Eintracht Frankfurt,Home,Holstein Kiel,3,1,2.47,509,0.86,20,9,11,0.48,75,4,1,16,1
2024-2025,22,Holstein Kiel,Away,Eintracht Frankfurt,1,3,1.75,474,0.86,9,5,4,0.52,81,6,2,10,0
2024-2025,22,Heidenheim,Home,Mainz,0,2,0.51,503,0.78,10,3,7,0.57,94,8,3,9,0
2024-2025,22,Mainz,Away,Heidenheim,2,0,2.17,385,0.73,6,5,1,0.43,68,4,2,16,1
2024-2025,23,Freiburg,Home,Werder Bremen,5,0,2.62,342,0.78,13,7,6,0.42,60,3,1,14,1
2024-2025,23,Werder Bremen,Away,Freiburg,0,5,1.37,605,0.88,8,3,5,0.58,79,7,2,8,0
2024-2025,23,Holstein Kiel,Home,Bayer Leverkusen,0,2,0.33,324,0.73,5,4,1,0.42,88,5,1,11,0
2024-2025,23,Bayer Leverkusen,Away,Holstein Kiel,2,0,3.22,513,0.81,18,7,11,0.58,106,11,3,10,1
2024-2025,23,Borussia Mönchengladbach,Home,Augsburg,0,3,1.05,531,0.86,8,5,3,0.49,94,2,0,10,0
2024-2025,23,Augsburg,Away,Borussia Mönchengladbach,3,0,1.95,539,0.87,19,4,15,0.51,103,4,2,9,1
2024-2025,23,,Home,,2,0,1.32,411,0.79,9,5,4,0.51,113,6,6,9,1
2024-2025,23,,Away,,0,2,0.83,380,0.79,11,0,11,0.49,113,5,1,10,0
2024-2025,23,Wolfsburg,Home,Bochum,1,1,2.25,464,0.82,11,6,5,0.55,135,3,1,8,0
2024-2025,23,Bochum,Away,Wolfsburg,1,1,1.09,361,0.78,11,5,6,0.45,109,5,1,15,0
2024-2025,23,Borussia Dortmund,Home,Union Berlin,6,0,5.42,584,0.86,24,10,14,0.6,118,5,0,10,1
2024-2025,23,Union Berlin,Away,Borussia Dortmund,0,6,0.9,334,0.76,7,1,6,0.4,81,3,0,11,0
2024-2025,23,RB Leipzig,Home,Heidenheim,2,2,2.03,555,0.84,16,6,10,0.65,114,7,2,15,0
2024-2025,23,Heidenheim,Away,RB Leipzig,2,2,1.09,183,0.62,5,3,2,0.35,110,4,0,15,0
2024-2025,23,Bayern Munich,Home,Eintracht Frankfurt,4,0,4.3,776,0.91,19,11,8,0.6,66,4,1,8,1
2024-2025,23,Eintracht Frankfurt,Away,Bayern Munich,0,4,0.69,447,0.81,7,2,5,0.4,65,1,1,7,0
2024-2025,23,Hoffenheim,Home,VfB Stuttgart,1,1,0.96,484,0.8,8,3,5,0.44,94,4,0,8,0
2024-2025,23,VfB Stuttgart,Away,Hoffenheim,1,1,1.92,580,0.88,14,7,7,0.56,112,8,1,10,0
2024-2025,24,VfB Stuttgart,Home,Bayern Munich,1,3,0.97,468,0.82,12,3,9,0.53,88,4,2,12,0
2024-2025,24,Bayern Munich,Away,VfB Stuttgart,3,1,2.45,445,0.86,17,9,8,0.47,106,6,2,13,1
2024-2025,24,RB Leipzig,Home,Mainz,1,2,1.9,509,0.8,13,3,10,0.49,136,7,1,8,0
2024-2025,24,Mainz,Away,RB Leipzig,2,1,2.01,510,0.82,14,3,11,0.51,145,1,4,15,1
2024-2025,24,Heidenheim,Home,Borussia Mönchengladbach,0,3,1.8,398,0.83,20,5,15,0.46,85,6,2,9,0
2024-2025,24,Borussia Mönchengladbach,Away,Heidenheim,3,0,1.48,521,0.86,11,6,5,0.54,90,2,1,15,1
2024-2025,24,Werder Bremen,Home,Wolfsburg,1,2,1.8,528,0.82,17,8,9,0.48,97,8,1,13,0
2024-2025,24,Wolfsburg,Away,Werder Bremen,2,1,0.87,423,0.8,9,3,6,0.52,110,2,4,8,1
2024-2025,24,Bochum,Home,Hoffenheim,0,1,0.84,353,0.73,11,3,8,0.58,112,8,1,16,0
2024-2025,24,Hoffenheim,Away,Bochum,1,0,0.77,262,0.68,9,2,7,0.42,100,5,0,17,1
2024-2025,24,Pauli,Home,Borussia Dortmund,0,2,0.63,411,0.78,7,1,6,0.44,90,7,5,11,0
2024-2025,24,Borussia Dortmund,Away,Pauli,2,0,1.82,570,0.85,14,3,11,0.56,83,1,2,13,1
2024-2025,24,Eintracht Frankfurt,Home,Bayer Leverkusen,1,4,1.02,414,0.79,8,3,5,0.44,97,2,2,9,0
2024-2025,24,Bayer Leverkusen,Away,Eintracht Frankfurt,4,1,2.47,595,0.86,19,8,11,0.56,111,6,4,7,1
2024-2025,24,Union Berlin,Home,Holstein Kiel,0,1,1.15,297,0.7,12,3,9,0.47,93,11,1,16,0
2024-2025,24,Holstein Kiel,Away,Union Berlin,1,0,1.18,316,0.73,10,3,7,0.53,124,3,1,12,1
2024-2025,24,Augsburg,Home,Freiburg,0,0,1.22,474,0.86,12,5,7,0.49,83,5,1,13,0
2024-2025,24,Freiburg,Away,Augsburg,0,0,0.79,476,0.83,7,3,4,0.51,84,2,1,9,0
2024-2025,25,Borussia Mönchengladbach,Home,Mainz,1,3,1.41,609,0.84,12,4,8,0.58,73,4,3,6,0
2024-2025,25,Mainz,Away,Borussia Mönchengladbach,3,1,2.17,464,0.82,15,7,8,0.42,74,3,2,6,1
2024-2025,25,Holstein Kiel,Home,VfB Stuttgart,2,2,1.31,486,0.85,17,5,12,0.51,78,3,2,9,0
2024-2025,25,VfB Stuttgart,Away,Holstein Kiel,2,2,0.71,470,0.83,4,2,2,0.49,109,1,1,9,0
2024-2025,25,,Home,,1,1,2.3,481,0.82,15,4,11,0.56,100,6,3,11,0
2024-2025,25,,Away,,1,1,1.67,362,0.77,12,3,9,0.44,93,6,3,13,0
2024-2025,25,Borussia Dortmund,Home,Augsburg,0,1,0.95,615,0.85,13,2,11,0.64,87,12,4,6,0
2024-2025,25,Augsburg,Away,Borussia Dortmund,1,0,0.75,265,0.69,7,1,6,0.36,107,3,4,12,1
2024-2025,25,Bayern Munich,Home,Bochum,2,3,2.43,750,0.92,13,5,8,0.71,127,9,3,7,0
2024-2025,25,Bochum,Away,Bayern Munich,3,2,1.22,255,0.73,8,5,3,0.29,106,3,1,14,1
2024-2025,25,Bayer Leverkusen,Home,Werder Bremen,0,2,1.27,703,0.89,15,4,11,0.68,77,10,2,12,0
2024-2025,25,Werder Bremen,Away,Bayer Leverkusen,2,0,1.7,254,0.7,10,7,3,0.32,81,3,3,11,1
2024-2025,25,Freiburg,Home,RB Leipzig,0,0,0.53,491,0.8,9,2,7,0.57,89,2,3,6,0
2024-2025,25,RB Leipzig,Away,Freiburg,0,0,1.03,438,0.81,16,4,12,0.43,105,6,3,11,0
2024-2025,25,Eintracht Frankfurt,Home,Union Berlin,1,2,2.17,624,0.85,14,3,11,0.64,81,1,2,10,0
2024-2025,25,Union Berlin,Away,Eintracht Frankfurt,2,1,0.97,297,0.66,12,3,9,0.36,83,5,5,8,1
2024-2025,25,Hoffenheim,Home,Heidenheim,1,1,1.35,474,0.84,17,4,13,0.52,94,6,2,9,0
2024-2025,25,Heidenheim,Away,Hoffenheim,1,1,2.29,376,0.82,22,8,14,0.48,70,4,1,11,0
2024-2025,26,Pauli,Home,Hoffenheim,1,0,1.99,372,0.75,10,5,5,0.44,70,11,2,6,1
2024-2025,26,Hoffenheim,Away,Pauli,0,1,0.16,501,0.77,4,0,4,0.56,86,2,3,8,0
2024-2025,26,Union Berlin,Home,Bayern Munich,1,1,1.07,187,0.59,7,3,4,0.28,77,2,1,13,0
2024-2025,26,Bayern Munich,Away,Union Berlin,1,1,1.92,785,0.89,18,4,14,0.72,96,14,1,8,0
2024-2025,26,Mainz,Home,Freiburg,2,2,1.68,377,0.76,9,4,5,0.46,83,1,0,7,0
2024-2025,26,Freiburg,Away,Mainz,2,2,3.26,454,0.82,25,8,17,0.54,82,4,1,7,0
2024-2025,26,Augsburg,Home,Wolfsburg,1,0,0.79,368,0.8,10,2,8,0.46,97,1,2,7,1
2024-2025,26,Wolfsburg,Away,Augsburg,0,1,1.01,491,0.85,16,3,13,0.54,75,4,1,9,0
2024-2025,26,Werder Bremen,Home,Borussia Mönchengladbach,2,4,2.74,479,0.84,19,2,17,0.51,104,4,3,10,0
2024-2025,26,Borussia Mönchengladbach,Away,Werder Bremen,4,2,2.5,455,0.85,11,7,4,0.49,117,1,2,7,1
2024-2025,26,RB Leipzig,Home,Borussia Dortmund,2,0,2.01,298,0.69,16,6,10,0.39,108,3,3,14,1
2024-2025,26,Borussia Dortmund,Away,RB Leipzig,0,2,2.9,603,0.84,26,10,16,0.61,95,12,1,10,0
2024-2025,26,Bochum,Home,Eintracht Frankfurt,1,3,2.56,409,0.78,16,7,9,0.51,128,8,7,7,0
2024-2025,26,Eintracht Frankfurt,Away,Bochum,3,1,3.52,413,0.82,18,7,11,0.49,105,3,2,9,1
2024-2025,26,Heidenheim,Home,Holstein Kiel,3,1,1.77,333,0.77,14,5,9,0.41,77,3,1,15,1
2024-2025,26,Holstein Kiel,Away,Heidenheim,1,3,1.37,561,0.85,15,3,12,0.59,76,5,1,13,0
2024-2025,26,VfB Stuttgart,Home,Bayer Leverkusen,3,4,2.63,356,0.78,11,6,5,0.47,89,1,1,13,0
2024-2025,26,Bayer Leverkusen,Away,VfB Stuttgart,4,3,1.85,441,0.81,14,4,10,0.53,80,10,3,15,1
2024-2025,27,Bayer Leverkusen,Home,Bochum,3,1,1.87,694,0.88,13,6,7,0.62,84,3,2,5,1
2024-2025,27,Bochum,Away,Bayer Leverkusen,1,3,0.52,348,0.76,8,3,5,0.38,74,2,2,13,0
2024-2025,27,,Home,,3,2,2.98,711,0.89,17,7,10,0.62,85,5,2,13,1
2024-2025,27,,Away,,2,3,1.01,356,0.8,10,3,7,0.38,87,4,2,4,0
2024-2025,27,Hoffenheim,Home,Augsburg,1,1,1.9,521,0.8,12,4,8,0.53,103,2,2,14,0
2024-2025,27,Augsburg,Away,Hoffenheim,1,1,0.59,411,0.78,11,4,7,0.47,95,2,1,12,0
2024-2025,27,Wolfsburg,Home,Heidenheim,0,1,1.4,563,0.83,11,2,9,0.59,78,4,1,8,0
2024-2025,27,Heidenheim,Away,Wolfsburg,1,0,1.27,352,0.75,9,4,5,0.41,90,5,1,10,1
2024-2025,27,Borussia Mönchengladbach,Home,RB Leipzig,1,0,2.35,340,0.73,16,3,13,0.41,76,5,2,5,1
2024-2025,27,RB Leipzig,Away,Borussia Mönchengladbach,0,1,1.74,533,0.84,19,4,15,0.59,80,8,4,9,0
2024-2025,27,Holstein Kiel,Home,Werder Bremen,0,3,0.72,498,0.83,10,0,10,0.56,87,3,4,13,0
2024-2025,27,Werder Bremen,Away,Holstein Kiel,3,0,1.78,370,0.73,14,6,8,0.44,104,4,4,9,1
2024-2025,27,Eintracht Frankfurt,Home,VfB Stuttgart,1,0,3.74,384,0.78,19,6,13,0.34,102,6,1,9,1
2024-2025,27,VfB Stuttgart,Away,Eintracht Frankfurt,0,1,0.8,446,0.81,9,2,7,0.46,97,10,3,6,0
2024-2025,27,Freiburg,Home,Union Berlin,1,2,1.74,621,0.84,9,3,6,0.67,80,3,1,8,0
2024-2025,27,Union Berlin,Away,Freiburg,2,1,1.23,255,0.65,10,6,4,0.33,73,3,1,11,1
2024-2025,27,Borussia Dortmund,Home,Mainz,3,1,3.21,427,0.77,18,6,12,0.46,85,6,2,10,1
2024-2025,27,Mainz,Away,Borussia Dortmund,1,3,0.71,521,0.82,12,3,9,0.54,96,4,2,9,0
2024-2025,28,Augsburg,Home,Bayern Munich,1,3,0.42,296,0.77,6,3,3,0.36,52,2,0,9,0
2024-2025,28,Bayern Munich,Away,Augsburg,3,1,2.52,683,0.89,20,7,13,0.64,52,4,2,7,1
2024-2025,28,Bochum,Home,VfB Stuttgart,0,4,1.16,492,0.83,11,1,10,0.52,87,2,2,17,0
2024-2025,28,VfB Stuttgart,Away,Bochum,4,0,2.93,411,0.81,14,6,8,0.48,91,4,1,13,1
2024-2025,28,Mainz,Home,Holstein Kiel,1,1,2.26,413,0.77,16,4,12,0.53,92,4,1,12,0
2024-2025,28,Holstein Kiel,Away,Mainz,1,1,1.54,315,0.67,10,5,5,0.47,84,4,1,8,0
2024-2025,28,Freiburg,Home,Borussia Dortmund,1,4,1.64,493,0.8,12,3,9,0.55,86,3,4,7,0
2024-2025,28,Borussia Dortmund,Away,Freiburg,4,1,3.39,433,0.82,18,7,11,0.45,92,4,1,6,1
2024-2025,28,Heidenheim,Home,Bayer Leverkusen,0,1,1.61,490,0.83,10,2,8,0.48,87,4,2,14,0
2024-2025,28,Bayer Leverkusen,Away,Heidenheim,1,0,0.45,529,0.85,6,2,4,0.52,79,0,0,10,1
2024-2025,28,RB Leipzig,Home,Hoffenheim,3,1,1.51,632,0.87,14,5,9,0.63,110,8,2,10,1
2024-2025,28,Hoffenheim,Away,RB Leipzig,1,3,0.71,312,0.8,9,5,4,0.37,109,2,4,12,0
2024-2025,28,Werder Bremen,Home,Eintracht Frankfurt,2,0,1.19,333,0.72,12,4,8,0.38,102,5,4,8,1
2024-2025,28,Eintracht Frankfurt,Away,Werder Bremen,0,2,0.76,565,0.85,9,0,9,0.62,112,6,5,15,0
2024-2025,28,Pauli,Home,Borussia Mönchengladbach,1,1,1.6,560,0.84,26,10,16,0.59,95,11,0,6,0
2024-2025,28,Borussia Mönchengladbach,Away,Pauli,1,1,0.5,346,0.74,5,3,2,0.41,72,2,0,13,0
2024-2025,28,Union Berlin,Home,Wolfsburg,1,0,1.15,325,0.77,15,3,12,0.44,88,6,1,13,1
2024-2025,28,Wolfsburg,Away,Union Berlin,0,1,1.73,393,0.79,11,3,8,0.56,67,4,0,14,0
2024-2025,29,Wolfsburg,Home,RB Leipzig,2,3,1.92,420,0.8,18,6,12,0.48,108,8,3,14,0
2024-2025,29,RB Leipzig,Away,Wolfsburg,3,2,1.35,480,0.81,16,5,11,0.52,114,5,3,13,1
2024-2025,29,,Home,,1,2,0.35,458,0.8,6,3,3,0.53,88,3,0,14,0
2024-2025,29,,Away,,2,1,2.48,414,0.82,14,6,8,0.47,88,3,7,10,1
2024-2025,29,Bochum,Home,Augsburg,1,2,3.01,418,0.8,24,8,16,0.5,100,7,3,14,0
2024-2025,29,Augsburg,Away,Bochum,2,1,1.06,383,0.8,11,5,6,0.5,110,6,1,9,1
2024-2025,29,Borussia Mönchengladbach,Home,Freiburg,1,2,0.83,391,0.79,10,1,9,0.43,109,4,1,4,0
2024-2025,29,Freiburg,Away,Borussia Mönchengladbach,2,1,3.03,537,0.86,20,7,13,0.57,93,6,1,11,1
2024-2025,29,Hoffenheim,Home,Mainz,2,0,1.93,275,0.72,8,5,3,0.39,97,4,2,18,1
2024-2025,29,Mainz,Away,Hoffenheim,0,2,1.24,521,0.83,14,1,13,0.61,95,7,2,11,0
2024-2025,29,Bayer Leverkusen,Home,Union Berlin,0,0,1.05,704,0.91,17,4,13,0.68,108,7,2,10,0
2024-2025,29,Union Berlin,Away,Bayer Leverkusen,0,0,0.41,240,0.72,7,3,4,0.32,98,3,4,13,0
2024-2025,29,Bayern Munich,Home,Borussia Dortmund,2,2,2.47,660,0.88,26,10,16,0.61,108,6,2,9,0
2024-2025,29,Borussia Dortmund,Away,Bayern Munich,2,2,1.89,389,0.76,11,3,8,0.39,78,5,2,5,0
2024-2025,29,VfB Stuttgart,Home,Werder Bremen,1,2,2.15,488,0.81,12,4,8,0.51,67,3,1,12,0
2024-2025,29,Werder Bremen,Away,VfB Stuttgart,2,1,1.54,550,0.81,15,4,11,0.49,77,4,3,13,1
2024-2025,29,Eintracht Frankfurt,Home,Heidenheim,3,0,3.46,489,0.86,18,7,11,0.46,88,5,0,6,1
2024-2025,29,Heidenheim,Away,Eintracht Frankfurt,0,3,1.1,614,0.88,13,3,10,0.54,78,3,4,7,0
2024-2025,30,Mainz,Home,Wolfsburg,2,2,2.44,375,0.79,20,9,11,0.5,89,7,3,15,0
2024-2025,30,Wolfsburg,Away,Mainz,2,2,1.89,346,0.8,15,4,11,0.5,104,5,2,8,0
2024-2025,30,Freiburg,Home,Hoffenheim,3,2,2.1,338,0.76,12,6,6,0.43,85,2,1,14,1
2024-2025,30,Hoffenheim,Away,Freiburg,2,3,1.69,531,0.85,19,6,13,0.57,86,6,0,13,0
2024-2025,30,Werder Bremen,Home,Bochum,1,0,1.98,369,0.77,13,4,9,0.49,107,2,2,9,1
2024-2025,30,Bochum,Away,Werder Bremen,0,1,0.73,412,0.71,11,0,11,0.51,105,7,0,19,0
2024-2025,30,Heidenheim,Home,Bayern Munich,0,4,0.72,367,0.8,4,1,3,0.36,68,4,1,8,0
2024-2025,30,Bayern Munich,Away,Heidenheim,4,0,3.17,780,0.92,17,11,6,0.64,76,4,3,11,1
2024-2025,30,RB Leipzig,Home,Holstein Kiel,1,1,1.95,540,0.83,9,4,5,0.6,142,9,3,5,0
2024-2025,30,Holstein Kiel,Away,RB Leipzig,1,1,1.37,313,0.76,15,4,11,0.4,104,7,0,9,0
2024-2025,30,Union Berlin,Home,VfB Stuttgart,4,4,1.58,219,0.73,12,5,7,0.26,78,3,0,8,0
2024-2025,30,VfB Stuttgart,Away,Union Berlin,4,4,1.54,820,0.92,14,6,8,0.74,71,5,2,9,0
2024-2025,30,Augsburg,Home,Eintracht Frankfurt,0,0,0.97,391,0.82,13,2,11,0.48,87,3,4,6,0
2024-2025,30,Eintracht Frankfurt,Away,Augsburg,0,0,1.63,497,0.84,9,5,4,0.52,104,9,1,8,0
2024-2025,30,Borussia Dortmund,Home,Borussia Mönchengladbach,3,2,1.21,543,0.85,12,6,6,0.55,71,6,2,13,1
2024-2025,30,Borussia Mönchengladbach,Away,Borussia Dortmund,2,3,1.35,370,0.77,6,3,3,0.45,73,2,5,10,0
2024-2025,30,Pauli,Home,Bayer Leverkusen,1,1,1.44,432,0.82,10,5,5,0.47,56,4,1,12,0
2024-2025,30,Bayer Leverkusen,Away,Pauli,1,1,1.07,579,0.86,8,4,4,0.53,53,4,2,11,0
2024-2025,31,VfB Stuttgart,Home,Heidenheim,0,1,1.98,719,0.9,18,3,15,0.66,63,6,0,14,0
2024-2025,31,Heidenheim,Away,VfB Stuttgart,1,0,0.44,302,0.78,6,2,4,0.34,66,5,2,16,1
2024-2025,31,Holstein Kiel,Home,Borussia Mönchengladbach,4,3,2.7,275,0.76,21,12,9,0.41,72,7,0,13,1
2024-2025,31,Borussia Mönchengladbach,Away,Holstein Kiel,3,4,1.67,479,0.83,15,7,8,0.59,71,8,4,10,0
2024-2025,31,Wolfsburg,Home,Freiburg,0,1,0.39,338,0.78,10,1,9,0.44,71,3,1,6,0
2024-2025,31,Freiburg,Away,Wolfsburg,1,0,1.56,457,0.87,15,2,13,0.56,90,2,1,8,1
2024-2025,31,Hoffenheim,Home,Borussia Dortmund,2,3,1.16,384,0.78,11,3,8,0.42,114,2,6,17,0
2024-2025,31,Borussia Dortmund,Away,Hoffenheim,3,2,2.43,616,0.88,17,11,6,0.58,113,5,0,9,1
2024-2025,31,Bayern Munich,Home,Mainz,3,0,1.64,578,0.91,14,6,8,0.57,109,4,1,13,1
2024-2025,31,Mainz,Away,Bayern Munich,0,3,1.4,392,0.82,9,3,6,0.43,81,4,0,17,0
2024-2025,31,Bayer Leverkusen,Home,Augsburg,2,0,1.36,533,0.86,15,5,10,0.5,104,3,5,10,1
2024-2025,31,Augsburg,Away,Bayer Leverkusen,0,2,0.8,467,0.85,11,2,9,0.5,94,7,0,10,0
2024-2025,31,Eintracht Frankfurt,Home,RB Leipzig,4,0,2.35,470,0.84,10,7,3,0.44,89,8,5,10,1
2024-2025,31,RB Leipzig,Away,Eintracht Frankfurt,0,4,0.41,563,0.88,7,3,4,0.56,88,4,2,13,0
2024-2025,31,Bochum,Home,Union Berlin,1,1,2.29,494,0.81,9,3,6,0.63,93,10,5,11,0
2024-2025,31,Union Berlin,Away,Bochum,1,1,0.6,256,0.69,5,2,3,0.37,70,4,0,9,0
2024-2025,31,,Home,,0,0,1.0,488,0.83,10,2,8,0.5,71,1,3,9,0
2024-2025,31,,Away,,0,0,0.89,468,0.84,10,3,7,0.5,81,3,1,16,0
2024-2025,32,Heidenheim,Home,Bochum,0,0,0.89,374,0.75,12,3,9,0.49,98,6,1,8,0
2024-2025,32,Bochum,Away,Heidenheim,0,0,1.38,422,0.77,12,3,9,0.51,110,4,2,14,0
2024-2025,32,Pauli,Home,VfB Stuttgart,0,1,0.37,284,0.74,6,1,5,0.34,79,4,2,17,0
2024-2025,32,VfB Stuttgart,Away,Pauli,1,0,3.36,637,0.88,20,8,12,0.66,83,4,4,12,1
2024-2025,32,Union Berlin,Home,Werder Bremen,2,2,1.63,391,0.78,16,8,8,0.44,83,5,4,8,0
2024-2025,32,Werder Bremen,Away,Union Berlin,2,2,1.25,568,0.85,13,6,7,0.56,108,5,1,8,0
2024-2025,32,Borussia Mönchengladbach,Home,Hoffenheim,4,4,1.69,385,0.78,12,7,5,0.45,103,4,2,6,0
2024-2025,32,Hoffenheim,Away,Borussia Mönchengladbach,4,4,2.43,489,0.84,26,8,18,0.55,108,7,3,8,0
2024-2025,32,RB Leipzig,Home,Bayern Munich,3,3,1.03,352,0.78,8,6,2,0.4,134,2,2,9,0
2024-2025,32,Bayern Munich,Away,RB Leipzig,3,3,1.47,584,0.88,21,7,14,0.6,127,7,2,6,0
2024-2025,32,Borussia Dortmund,Home,Wolfsburg,4,0,2.07,518,0.87,11,5,6,0.51,96,4,1,13,1
2024-2025,32,Wolfsburg,Away,Borussia Dortmund,0,4,0.43,448,0.83,8,0,8,0.49,100,3,2,6,0
2024-2025,32,Augsburg,Home,Holstein Kiel,1,3,2.75,608,0.87,26,10,16,0.65,68,12,2,4,0
2024-2025,32,Holstein Kiel,Away,Augsburg,3,1,1.97,241,0.73,7,5,2,0.35,72,0,0,20,1
2024-2025,32,Freiburg,Home,Bayer Leverkusen,2,2,0.91,305,0.68,7,3,4,0.39,80,4,2,10,0
2024-2025,32,Bayer Leverkusen,Away,Freiburg,2,2,0.38,637,0.86,5,2,3,0.61,88,1,0,16,0
2024-2025,32,Mainz,Home,Eintracht Frankfurt,1,1,1.76,558,0.81,12,3,9,0.63,110,8,3,10,0
2024-2025,32,Eintracht Frankfurt,Away,Mainz,1,1,1.22,307,0.68,8,2,6,0.37,110,1,2,10,0
2024-2025,33,Wolfsburg,Home,Hoffenheim,2,2,1.25,464,0.82,14,5,9,0.56,61,5,1,11,0
2024-2025,33,Hoffenheim,Away,Wolfsburg,2,2,1.27,395,0.75,15,7,8,0.44,78,6,5,10,0
2024-2025,33,Holstein Kiel,Home,Freiburg,1,2,1.89,489,0.8,16,3,13,0.55,102,2,2,9,0
2024-2025,33,Freiburg,Away,Holstein Kiel,2,1,1.75,330,0.76,9,4,5,0.45,103,5,2,13,1
2024-2025,33,Bochum,Home,Mainz,1,4,0.41,359,0.69,10,6,4,0.42,108,6,2,9,0
2024-2025,33,Mainz,Away,Bochum,4,1,2.27,458,0.79,22,8,14,0.58,125,6,3,6,1
2024-2025,33,Union Berlin,Home,Heidenheim,0,3,0.56,453,0.86,10,1,9,0.49,90,1,1,14,0
2024-2025,33,Heidenheim,Away,Union Berlin,3,0,1.48,462,0.84,8,4,4,0.51,102,2,1,7,1
2024-2025,33,Werder Bremen,Home,RB Leipzig,0,0,2.37,530,0.84,20,6,14,0.53,118,11,2,6,0
2024-2025,33,RB Leipzig,Away,Werder Bremen,0,0,1.63,443,0.84,16,4,12,0.47,120,4,1,13,0
2024-2025,33,Bayern Munich,Home,Borussia Mönchengladbach,2,0,2.13,683,0.9,23,9,14,0.59,84,4,1,3,1
2024-2025,33,Borussia Mönchengladbach,Away,Bayern Munich,0,2,1.36,409,0.82,16,7,9,0.41,75,9,1,8,0
2024-2025,33,Bayer Leverkusen,Home,Borussia Dortmund,2,4,2.21,605,0.88,20,10,10,0.59,82,12,5,7,0
2024-2025,33,Borussia Dortmund,Away,Bayer Leverkusen,4,2,1.26,384,0.81,9,5,4,0.41,98,0,0,9,1
2024-2025,33,,Home,,2,2,1.53,659,0.9,12,5,7,0.67,64,3,0,11,0
2024-2025,33,,Away,,2,2,1.19,249,0.7,5,2,3,0.33,48,1,2,12,0
2024-2025,33,VfB Stuttgart,Home,Augsburg,4,0,4.02,668,0.91,28,11,17,0.65,67,11,1,9,1
2024-2025,33,Augsburg,Away,VfB Stuttgart,0,4,0.39,273,0.78,7,0,7,0.35,56,2,2,7,0
2024-2025,34,Pauli,Home,Bochum,0,2,1.02,540,0.86,11,3,8,0.55,63,7,1,3,0
2024-2025,34,Bochum,Away,Pauli,2,0,0.89,394,0.8,10,6,4,0.45,80,4,4,11,1
2024-2025,34,Borussia Mönchengladbach,Home,Wolfsburg,0,1,0.86,541,0.87,15,3,12,0.57,79,7,5,6,0
2024-2025,34,Wolfsburg,Away,Borussia Mönchengladbach,1,0,1.76,376,0.8,17,6,11,0.43,73,10,0,4,1
2024-2025,34,Mainz,Home,Bayer Leverkusen,2,2,2.6,336,0.73,18,5,13,0.48,61,8,4,14,0
2024-2025,34,Bayer Leverkusen,Away,Mainz,2,2,1.9,405,0.79,7,4,3,0.52,67,3,0,13,0
2024-2025,34,Augsburg,Home,Union Berlin,1,2,1.65,592,0.86,18,4,14,0.62,93,4,2,6,0
2024-2025,34,Union Berlin,Away,Augsburg,2,1,1.19,360,0.75,5,3,2,0.38,89,0,2,5,1
2024-2025,34,Freiburg,Home,Eintracht Frankfurt,1,3,1.12,431,0.76,8,3,5,0.57,77,4,7,13,0
2024-2025,34,Eintracht Frankfurt,Away,Freiburg,3,1,2.13,307,0.68,11,6,5,0.43,79,7,1,16,1
2024-2025,34,Heidenheim,Home,Werder Bremen,1,4,1.67,500,0.87,20,8,12,0.53,55,6,1,11,0
2024-2025,34,Werder Bremen,Away,Heidenheim,4,1,2.5,484,0.84,14,7,7,0.47,66,4,0,11,1
2024-2025,34,Hoffenheim,Home,Bayern Munich,0,4,0.5,369,0.8,6,2,4,0.4,93,1,3,9,0
2024-2025,34,Bayern Munich,Away,Hoffenheim,4,0,1.36,715,0.9,14,6,8,0.6,89,4,0,7,1
2024-2025,34,Borussia Dortmund,Home,Holstein Kiel,3,0,2.02,705,0.93,20,6,14,0.68,66,7,1,13,1
2024-2025,34,Holstein Kiel,Away,Borussia Dortmund,0,3,0.91,251,0.71,4,2,2,0.32,73,1,0,5,0
2024-2025,34,RB Leipzig,Home,VfB Stuttgart,2,3,1.14,481,0.87,8,5,3,0.46,100,5,3,9,0
2024-2025,34,VfB Stuttgart,Away,RB Leipzig,3,2,2.58,495,0.9,16,8,8,0.54,106,8,2,9,1
2024-2025,Relegation,Heidenheim,Home,Elversberg,2,2,3.18,462,0.78,23,9,14,0.52,122,4,4,11,0
2024-2025,Relegation,Elversberg,Away,Heidenheim,2,2,2.0,371,0.74,15,5,10,0.48,106,4,1,11,0
2024-2025,Relegation,Elversberg,Home,Heidenheim,1,2,0.75,545,0.83,8,2,6,0.64,108,3,1,12,0
2024-2025,Relegation,Heidenheim,Away,Elversberg,2,1,1.39,280,0.72,13,6,7,0.36,105,2,2,8,1
2025-2026,1,Bayern Munich,Home,RB Leipzig,6,0,1.76,676,0.91,19,10,9,0.6,61,5,2,13,1
