Season,MatchDay,Team,HomeAway,Opponent,Scored,Conceded,XGoals,Passes,Accuracy,Shots,OnTarget,OffTarget,Possession,TacklesWon,Corners,Offsides,Fouls,Win
2024-2025,9,Mainz,Away,Freiburg,0,0,0.43,443,0.8,8,2,6,0.45,87,4,2,12,0
2024-2025,9,Borussia Mönchengladbach,Home,Werder Bremen,4,1,2.4,479,0.82,15,8,7,0.47,90,7,2,12,1
2024-2025,9,Werder Bremen,Away,Borussia Mönchengladbach,1,4,1.73,549,0.86,15,6,9,0.53,99,7,1,10,0
2024-2025,10,Union Berlin,Home,Freiburg,0,0,0.79,372,0.77,12,6,6,0.4,70,4,4,11,0
2024-2025,10,Freiburg,Away,Union Berlin,0,0,2.17,549,0.85,14,4,10,0.6,97,1,1,8,0
2024-2025,10,Pauli,Home,Bayern Munich,0,1,0.26,268,0.73,3,0,3,0.29,73,5,0,10,0
2024-2025,10,Bayern Munich,Away,Pauli,1,0,0.94,827,0.91,13,6,7,0.71,77,10,2,7,1
2024-2025,10,Bochum,Home,Bayer Leverkusen,1,1,0.73,296,0.76,15,3,12,0.32,83,6,1,10,0
2024-2025,10,Bayer Leverkusen,Away,Bochum,1,1,1.24,719,0.89,11,3,8,0.68,97,4,3,9,0
2024-2025,10,Mainz,Home,Borussia Dortmund,3,1,2.52,462,0.84,13,8,5,0.5,88,8,3,17,1
2024-2025,10,Borussia Dortmund,Away,Mainz,1,3,0.85,436,0.83,3,2,1,0.5,94,0,0,5,0
2024-2025,10,Werder Bremen,Home,Holstein Kiel,2,1,1.68,541,0.85,16,5,11,0.59,95,6,0,10,1
2024-2025,10,Holstein Kiel,Away,Werder Bremen,1,2,0.86,360,0.76,9,7,2,0.41,106,3,2,19,0
2024-2025,10,RB Leipzig,Home,Borussia Mönchengladbach,0,0,0.88,629,0.87,12,5,7,0.58,103,8,2,14,0
2024-2025,10,Borussia Mönchengladbach,Away,RB Leipzig,0,0,1.16,397,0.81,14,4,10,0.42,99,4,4,7,0
2024-2025,10,Augsburg,Home,Hoffenheim,0,0,1.66,438,0.82,16,4,12,0.47,126,10,2,16,0
2024-2025,10,Hoffenheim,Away,Augsburg,0,0,0.58,557,0.84,11,2,9,0.53,115,6,3,7,0
2024-2025,10,VfB Stuttgart,Home,Eintracht Frankfurt,2,3,3.52,561,0.85,22,11,11,0.59,121,8,5,10,0
2024-2025,10,Eintracht Frankfurt,Away,VfB Stuttgart,3,2,1.66,376,0.78,9,5,4,0.41,99,3,4,14,1
2024-2025,10,Heidenheim,Home,Wolfsburg,1,3,2.49,509,0.84,17,5,12,0.61,113,5,4,9,0
2024-2025,10,Wolfsburg,Away,Heidenheim,3,1,1.63,272,0.7,13,7,6,0.39,72,5,0,23,1
2024-2025,11,Bayern Munich,Home,Augsburg,3,0,4.48,883,0.92,32,14,18,0.71,65,8,1,9,1
2024-2025,11,Augsburg,Away,Bayern Munich,0,3,0.11,219,0.71,2,1,1,0.29,65,0,0,9,0
2024-2025,11,Wolfsburg,Home,Union Berlin,1,0,1.06,519,0.83,10,5,5,0.58,78,8,1,7,1
2024-2025,11,Union Berlin,Away,Wolfsburg,0,1,0.82,402,0.83,14,6,8,0.42,93,5,2,15,0
2024-2025,11,Hoffenheim,Home,RB Leipzig,4,3,2.14,514,0.85,18,7,11,0.57,71,4,1,14,1
2024-2025,11,RB Leipzig,Away,Hoffenheim,3,4,1.36,361,0.8,14,6,8,0.43,59,3,4,12,0
2024-2025,11,Borussia Dortmund,Home,Freiburg,4,0,1.34,635,0.9,20,8,12,0.59,82,7,0,11,1
2024-2025,11,Freiburg,Away,Borussia Dortmund,0,4,0.91,439,0.84,7,3,4,0.41,61,0,0,4,0
2024-2025,11,VfB Stuttgart,Home,Bochum,2,0,1.83,577,0.89,14,5,9,0.56,113,7,2,7,1
2024-2025,11,Bochum,Away,VfB Stuttgart,0,2,0.71,410,0.82,9,2,7,0.44,112,4,1,16,0
2024-2025,11,Bayer Leverkusen,Home,Heidenheim,5,2,2.2,950,0.92,19,10,9,0.73,122,6,0,8,1
2024-2025,11,Heidenheim,Away,Bayer Leverkusen,2,5,0.93,256,0.73,6,3,3,0.27,81,0,1,11,0
2024-2025,11,Eintracht Frankfurt,Home,Werder Bremen,1,0,1.25,506,0.8,14,5,9,0.51,87,5,1,15,1
2024-2025,11,Werder Bremen,Away,Eintracht Frankfurt,0,1,0.46,471,0.8,8,1,7,0.49,81,6,4,9,0
2024-2025,11,Holstein Kiel,Home,Mainz,0,3,0.49,354,0.75,7,2,5,0.44,70,2,1,11,0
2024-2025,11,Mainz,Away,Holstein Kiel,3,0,2.46,552,0.84,18,7,11,0.56,96,6,2,7,1
2024-2025,11,,Home,,2,0,2.45,540,0.88,15,5,10,0.52,72,5,1,7,1
2024-2025,11,,Away,,0,2,1.19,538,0.88,13,3,10,0.48,63,4,3,8,0
2024-2025,12,Pauli,Home,Holstein Kiel,3,1,1.22,412,0.79,11,4,7,0.49,80,4,3,10,1
2024-2025,12,Holstein Kiel,Away,Pauli,1,3,1.31,440,0.8,10,3,7,0.51,79,4,0,11,0
2024-2025,12,Union Berlin,Home,Bayer Leverkusen,1,2,1.13,351,0.77,8,4,4,0.41,92,1,2,17,0
2024-2025,12,Bayer Leverkusen,Away,Union Berlin,2,1,1.48,544,0.88,8,4,4,0.59,97,3,0,11,1
2024-2025,12,Augsburg,Home,Bochum,1,0,2.13,411,0.83,17,4,13,0.57,116,6,3,8,1
2024-2025,12,Bochum,Away,Augsburg,0,1,0.39,355,0.75,9,1,8,0.43,116,1,0,22,0
2024-2025,12,Freiburg,Home,Borussia Mönchengladbach,3,1,1.98,460,0.82,18,8,10,0.49,94,4,1,5,1
2024-2025,12,Borussia Mönchengladbach,Away,Freiburg,1,3,1.46,501,0.83,15,3,12,0.51,66,6,1,14,0
2024-2025,12,Werder Bremen,Home,VfB Stuttgart,2,2,2.12,401,0.83,18,6,12,0.44,104,11,0,8,0
2024-2025,12,VfB Stuttgart,Away,Werder Bremen,2,2,1.8,560,0.86,10,4,6,0.56,89,2,1,13,0
2024-2025,12,RB Leipzig,Home,Wolfsburg,1,5,1.53,630,0.89,9,4,5,0.59,48,7,4,11,0
2024-2025,12,Wolfsburg,Away,RB Leipzig,5,1,2.51,368,0.81,14,8,6,0.41,72,3,0,6,1
2024-2025,12,Borussia Dortmund,Home,Bayern Munich,1,1,0.78,319,0.76,7,2,5,0.37,80,2,1,11,0
2024-2025,12,Bayern Munich,Away,Borussia Dortmund,1,1,1.47,635,0.88,13,6,7,0.63,109,3,4,7,0
2024-2025,12,Mainz,Home,Hoffenheim,2,0,2.84,467,0.74,20,8,12,0.52,138,8,0,13,1
2024-2025,12,Hoffenheim,Away,Mainz,0,2,0.98,448,0.75,11,2,9,0.48,122,3,2,12,0
2024-2025,12,Heidenheim,Home,Eintracht Frankfurt,0,4,0.75,432,0.8,8,1,7,0.5,80,6,3,7,0
2024-2025,12,Eintracht Frankfurt,Away,Heidenheim,4,0,2.62,512,0.85,13,8,5,0.5,98,5,3,9,1
2024-2025,13,VfB Stuttgart,Home,Union Berlin,3,2,1.75,596,0.85,6,4,2,0.59,101,1,3,14,1
2024-2025,13,Union Berlin,Away,VfB Stuttgart,2,3,1.25,318,0.73,13,4,9,0.41,109,6,0,19,0
2024-2025,13,Holstein Kiel,Home,RB Leipzig,0,2,0.91,489,0.8,16,5,11,0.54,82,6,2,11,0
2024-2025,13,RB Leipzig,Away,Holstein Kiel,2,0,1.26,400,0.79,8,5,3,0.46,94,1,2,13,1
2024-2025,13,Bochum,Home,Werder Bremen,0,1,1.65,435,0.76,11,2,9,0.5,82,9,1,12,0
2024-2025,13,Werder Bremen,Away,Bochum,1,0,0.86,415,0.79,9,1,8,0.5,89,5,0,10,1
2024-2025,13,Eintracht Frankfurt,Home,Augsburg,2,2,1.99,570,0.85,15,4,11,0.61,93,4,1,16,0
2024-2025,13,Augsburg,Away,Eintracht Frankfurt,2,2,0.95,280,0.72,8,3,5,0.39,84,0,4,9,0
2024-2025,13,Bayern Munich,Home,Heidenheim,4,2,2.44,999,0.93,20,10,10,0.77,121,8,1,4,1
2024-2025,13,Heidenheim,Away,Bayern Munich,2,4,1.13,213,0.67,2,2,0,0.23,92,0,0,5,0
2024-2025,13,,Home,,2,1,0.99,672,0.88,6,2,4,0.61,103,7,3,8,1
2024-2025,13,,Away,,1,2,1.16,384,0.8,10,3,7,0.39,113,4,2,10,0
2024-2025,13,Borussia Mönchengladbach,Home,Borussia Dortmund,1,1,1.22,342,0.79,10,5,5,0.41,83,7,3,16,0
2024-2025,13,Borussia Dortmund,Away,Borussia Mönchengladbach,1,1,1.16,537,0.87,15,3,12,0.59,117,4,1,11,0
2024-2025,13,Wolfsburg,Home,Mainz,4,3,2.01,383,0.79,10,6,4,0.47,85,3,0,10,1
2024-2025,13,Mainz,Away,Wolfsburg,3,4,3.28,490,0.82,14,6,8,0.53,98,5,1,15,0
2024-2025,13,Hoffenheim,Home,Freiburg,1,1,1.26,503,0.83,13,5,8,0.49,94,6,1,10,0
2024-2025,13,Freiburg,Away,Hoffenheim,1,1,1.43,533,0.81,11,4,7,0.51,89,1,2,5,0
2024-2025,14,Freiburg,Home,Wolfsburg,3,2,3.24,483,0.78,18,10,8,0.53,65,5,3,10,1
2024-2025,14,Wolfsburg,Away,Freiburg,2,3,2.11,427,0.79,21,5,16,0.47,67,6,2,3,0
2024-2025,14,Augsburg,Home,Bayer Leverkusen,0,2,0.44,340,0.82,7,4,3,0.37,79,4,6,12,0
2024-2025,14,Bayer Leverkusen,Away,Augsburg,2,0,0.99,690,0.91,14,3,11,0.63,94,9,2,5,1
2024-2025,14,Mainz,Home,Bayern Munich,2,1,1.06,295,0.72,8,4,4,0.36,105,3,3,21,1
2024-2025,14,Bayern Munich,Away,Mainz,1,2,1.36,629,0.84,11,1,10,0.64,104,2,0,12,0
2024-2025,14,Borussia Mönchengladbach,Home,Holstein Kiel,4,1,2.42,547,0.88,17,7,10,0.55,95,5,4,10,1
2024-2025,14,Holstein Kiel,Away,Borussia Mönchengladbach,1,4,0.71,436,0.8,13,3,10,0.45,72,2,3,16,0
2024-2025,14,Union Berlin,Home,Bochum,0,2,1.88,547,0.85,22,4,18,0.65,129,8,1,10,0
2024-2025,14,Bochum,Away,Union Berlin,2,0,0.79,236,0.64,10,4,6,0.35,118,6,0,9,1
2024-2025,14,Pauli,Home,Werder Bremen,0,2,0.66,604,0.84,15,4,11,0.53,87,4,2,10,0
2024-2025,14,Werder Bremen,Away,Pauli,2,0,1.03,461,0.81,9,4,5,0.47,102,5,4,9,1
2024-2025,14,Heidenheim,Home,VfB Stuttgart,1,3,1.37,281,0.71,13,2,11,0.38,106,9,2,25,0
2024-2025,14,VfB Stuttgart,Away,Heidenheim,3,1,3.09,583,0.86,19,8,11,0.62,131,6,0,13,1
2024-2025,14,Borussia Dortmund,Home,Hoffenheim,1,1,0.52,450,0.84,8,3,5,0.55,92,3,1,9,0
2024-2025,14,Hoffenheim,Away,Borussia Dortmund,1,1,1.18,385,0.78,12,1,11,0.45,88,9,4,10,0
2024-2025,14,RB Leipzig,Home,Eintracht Frankfurt,2,1,2.95,404,0.85,20,9,11,0.43,80,6,5,15,1
2024-2025,14,Eintracht Frankfurt,Away,RB Leipzig,1,2,1.0,532,0.88,17,5,12,0.57,80,7,3,10,0
2024-2025,15,Bayern Munich,Home,RB Leipzig,5,1,4.7,704,0.91,23,9,14,0.66,99,8,2,9,1
2024-2025,15,RB Leipzig,Away,Bayern Munich,1,5,0.31,305,0.8,4,1,3,0.34,97,1,1,10,0
2024-2025,15,Holstein Kiel,Home,Augsburg,5,1,2.17,309,0.71,9,6,3,0.41,80,3,2,11,1
2024-2025,15,Augsburg,Away,Holstein Kiel,1,5,1.72,482,0.84,15,4,11,0.59,96,8,1,13,0
2024-2025,15,Werder Bremen,Home,Union Berlin,4,1,2.6,521,0.84,11,5,6,0.56,83,4,2,9,1
2024-2025,15,Union Berlin,Away,Werder Bremen,1,4,1.49,443,0.79,13,3,10,0.44,68,9,2,12,0
2024-2025,15,Hoffenheim,Home,Borussia Mönchengladbach,1,2,3.2,654,0.87,16,8,8,0.59,91,8,1,14,0
2024-2025,15,Borussia Mönchengladbach,Away,Hoffenheim,2,1,0.42,363,0.8,5,3,2,0.41,87,4,2,6,1
2024-2025,15,Eintracht Frankfurt,Home,Mainz,1,3,3.5,571,0.85,30,10,20,0.2,95,17,1,10,0
2024-2025,15,Mainz,Away,Eintracht Frankfurt,3,1,0.59,254,0.64,8,3,5,0.62,107,2,5,10,1
2024-2025,15,,Home,,0,1,2.96,702,0.88,24,5,19,0.67,149,9,1,10,0
2024-2025,15,,Away,,1,0,2.4,288,0.72,11,5,6,0.33,142,1,5,11,1
2024-2025,15,Bayer Leverkusen,Home,Freiburg,5,1,2.89,676,0.88,21,12,9,0.65,106,4,0,8,1
2024-2025,15,Freiburg,Away,Bayer Leverkusen,1,5,0.74,329,0.75,8,2,6,0.35,83,2,1,9,0
2024-2025,15,Bochum,Home,Heidenheim,2,0,1.66,368,0.76,14,4,10,0.32,155,5,2,18,1
2024-2025,15,Heidenheim,Away,Bochum,0,2,0.63,369,0.78,10,2,8,0.5,112,2,0,15,0
2024-2025,15,Wolfsburg,Home,Borussia Dortmund,1,3,1.48,465,0.81,14,5,9,0.45,87,10,0,8,0
2024-2025,15,Borussia Dortmund,Away,Wolfsburg,3,1,2.35,488,0.85,10,4,6,0.55,103,4,1,8,1
2024-2025,16,Borussia Dortmund,Home,Bayer Leverkusen,2,3,1.2,703,0.9,11,5,6,0.7,58,6,2,8,0
2024-2025,16,Bayer Leverkusen,Away,Borussia Dortmund,3,2,1.8,298,0.78,7,5,2,0.3,76,1,3,6,1
2024-2025,16,Pauli,Home,Eintracht Frankfurt,0,1,2.33,436,0.82,20,5,15,0.43,55,3,3,8,0
2024-2025,16,Eintracht Frankfurt,Away,Pauli,1,0,1.6,619,0.87,14,6,8,0.57,70,3,2,7,1
2024-2025,16,Mainz,Home,Bochum,2,0,1.92,502,0.78,11,5,6,0.57,94,5,5,6,1
2024-2025,16,Bochum,Away,Mainz,0,2,0.94,342,0.69,10,2,8,0.43,82,6,1,16,0
2024-2025,16,Freiburg,Home,Holstein Kiel,3,2,0.76,471,0.8,13,5,8,0.33,78,7,1,9,1
2024-2025,16,Holstein Kiel,Away,Freiburg,2,3,2.48,450,0.82,14,7,7,0.51,83,1,4,12,0
2024-2025,16,Heidenheim,Home,Union Berlin,2,0,2.14,583,0.87,15,9,6,0.58,86,5,0,8,1
2024-2025,16,Union Berlin,Away,Heidenheim,0,2,1.16,423,0.82,9,6,3,0.42,105,4,1,10,0
2024-2025,16,Hoffenheim,Home,Wolfsburg,0,1,1.14,469,0.79,15,2,13,0.52,124,4,3,15,0
2024-2025,16,Wolfsburg,Away,Hoffenheim,1,0,1.2,376,0.79,11,3,8,0.48,133,8,2,14,1
2024-2025,16,Borussia Mönchengladbach,Home,Bayern Munich,0,1,0.64,331,0.77,5,1,4,0.38,84,4,1,10,0
2024-2025,16,Bayern Munich,Away,Borussia Mönchengladbach,1,0,3.89,654,0.9,25,10,15,0.62,130,10,0,7,1
2024-2025,16,RB Leipzig,Home,Werder Bremen,4,2,2.63,532,0.84,18,7,11,0.52,133,4,4,7,1
2024-2025,16,Werder Bremen,Away,RB Leipzig,2,4,1.69,545,0.83,9,2,7,0.48,129,1,2,12,0
2024-2025,16,Augsburg,Home,VfB Stuttgart,0,1,0.38,414,0.75,9,3,6,0.44,89,3,2,11,0
2024-2025,16,VfB Stuttgart,Away,Augsburg,1,0,3.09,551,0.82,14,6,8,0.56,91,9,0,14,1
2024-2025,17,Holstein Kiel,Home,Borussia Dortmund,4,2,1.98,208,0.66,11,7,4,0.31,97,1,0,13,1
2024-2025,17,Borussia Dortmund,Away,Holstein Kiel,2,4,1.36,637,0.89,16,4,12,0.69,124,9,2,11,0
2024-2025,17,Wolfsburg,Home,Borussia Mönchengladbach,5,1,3.76,326,0.8,15,5,10,0.38,77,4,1,10,1
2024-2025,17,Borussia Mönchengladbach,Away,Wolfsburg,1,5,1.11,641,0.89,8,5,3,0.62,79,7,0,7,0
2024-2025,17,Eintracht Frankfurt,Home,Freiburg,4,1,2.35,597,0.9,22,8,14,0.62,73,8,2,8,1
2024-2025,17,Freiburg,Away,Eintracht Frankfurt,1,4,0.76,317,0.77,7,5,2,0.38,78,1,1,11,0
2024-2025,17,Bayer Leverkusen,Home,Mainz,1,0,2.1,730,0.9,20,9,11,0.62,99,8,0,5,1
2024-2025,17,Mainz,Away,Bayer Leverkusen,0,1,0.41,361,0.77,7,4,3,0.38,92,4,2,14,0
2024-2025,17,,Home,,1,0,1.48,355,0.76,14,5,9,0.51,122,6,3,7,1
2024-2025,17,,Away,,0,1,1.16,336,0.74,13,1,12,0.49,112,7,2,15,0
2024-2025,17,Union Berlin,Home,Augsburg,0,2,1.08,504,0.84,13,2,11,0.54,129,7,2,15,0
2024-2025,17,Augsburg,Away,Union Berlin,2,0,1.02,427,0.77,10,5,5,0.46,118,4,2,9,1
2024-2025,17,Werder Bremen,Home,Heidenheim,3,3,2.0,456,0.84,13,5,8,0.51,100,4,1,10,0
2024-2025,17,Heidenheim,Away,Werder Bremen,3,3,1.95,418,0.78,14,5,9,0.49,100,2,2,15,0
2024-2025,17,Bayern Munich,Home,Hoffenheim,5,0,4.39,743,0.91,26,11,15,0.61,92,13,2,7,1
2024-2025,17,Hoffenheim,Away,Bayern Munich,0,5,0.25,439,0.82,5,2,3,0.39,84,1,5,10,0
2024-2025,17,VfB Stuttgart,Home,RB Leipzig,2,1,2.79,645,0.84,14,6,8,0.58,128,5,2,10,1
2024-2025,17,RB Leipzig,Away,VfB Stuttgart,1,2,0.62,471,0.78,6,3,3,0.42,103,0,3,19,0
2024-2025,18,Eintracht Frankfurt,Home,Borussia Dortmund,2,0,1.87,345,0.77,13,5,8,0.37,81,5,1,7,1
2024-2025,18,Borussia Dortmund,Away,Eintracht Frankfurt,0,2,0.89,703,0.89,13,3,10,0.63,86,7,0,6,0
2024-2025,18,VfB Stuttgart,Home,Freiburg,4,0,2.29,526,0.87,12,7,5,0.55,129,4,2,8,1
2024-2025,18,Freiburg,Away,VfB Stuttgart,0,4,0.25,382,0.81,5,1,4,0.45,108,1,2,12,0
2024-2025,18,Bayern Munich,Home,Wolfsburg,3,2,3.39,685,0.91,23,10,13,0.68,77,6,0,10,1
2024-2025,18,Wolfsburg,Away,Bayern Munich,2,3,0.95,262,0.75,7,3,4,0.32,84,2,0,9,0
2024-2025,18,,Home,,0,2,0.78,563,0.81,8,1,7,0.59,111,4,3,11,0
2024-2025,18,,Away,,2,0,2.32,381,0.75,8,4,4,0.41,105,4,1,18,1
2024-2025,18,Bochum,Home,RB Leipzig,3,3,2.8,375,0.73,16,3,13,0.46,132,6,5,14,0
2024-2025,18,RB Leipzig,Away,Bochum,3,3,1.96,490,0.79,11,3,8,0.54,125,3,4,8,0
2024-2025,18,Holstein Kiel,Home,Hoffenheim,1,3,1.1,412,0.74,11,3,8,0.52,81,4,0,13,0
2024-2025,18,Hoffenheim,Away,Holstein Kiel,3,1,0.99,339,0.7,10,6,4,0.48,112,3,2,13,1
2024-2025,18,Bayer Leverkusen,Home,Borussia Mönchengladbach,3,1,1.85,611,0.87,11,6,5,0.52,87,7,0,12,1
2024-2025,18,Borussia Mönchengladbach,Away,Bayer Leverkusen,1,3,0.57,503,0.87,7,4,3,0.48,87,6,1,10,0
2024-2025,18,Union Berlin,Home,Mainz,2,1,2.48,294,0.67,12,4,8,0.37,104,2,4,13,1
2024-2025,18,Mainz,Away,Union Berlin,1,2,1.72,638,0.83,8,1,7,0.63,87,2,3,10,0
2024-2025,18,Werder Bremen,Home,Augsburg,0,2,1.44,681,0.87,19,4,15,0.64,90,6,5,8,0
2024-2025,18,Augsburg,Away,Werder Bremen,2,0,0.71,283,0.73,8,4,4,0.36,75,2,4,13,1
2024-2025,19,Wolfsburg,Home,Holstein Kiel,2,2,2.28,665,0.89,22,5,17,0.67,76,10,2,9,0
2024-2025,19,Holstein Kiel,Away,Wolfsburg,2,2,0.24,286,0.75,3,2,1,0.33,80,3,2,10,0
2024-2025,19,Mainz,Home,VfB Stuttgart,2,0,1.65,336,0.73,11,4,7,0.47,109,9,4,12,1
2024-2025,19,VfB Stuttgart,Away,Mainz,0,2,1.11,467,0.81,9,5,4,0.53,106,2,4,8,0
2024-2025,19,Augsburg,Home,Heidenheim,2,1,1.58,565,0.86,11,7,4,0.6,95,6,0,8,1
2024-2025,19,Heidenheim,Away,Augsburg,1,2,1.03,362,0.81,12,6,6,0.4,90,4,1,8,0
2024-2025,19,Freiburg,Home,Bayern Munich,1,2,0.47,346,0.81,6,2,4,0.41,79,2,0,15,0
2024-2025,19,Bayern Munich,Away,Freiburg,2,1,1.14,663,0.9,7,3,4,0.59,91,4,1,9,1
2024-2025,19,Borussia Dortmund,Home,Werder Bremen,2,2,1.52,374,0.79,8,4,4,0.49,100,5,4,11,0
2024-2025,19,Werder Bremen,Away,Borussia Dortmund,2,2,1.3,451,0.84,14,6,8,0.51,85,5,5,15,0
2024-2025,19,RB Leipzig,Home,Bayer Leverkusen,2,2,0.83,611,0.88,7,3,4,0.62,112,7,2,12,0
2024-2025,19,Bayer Leverkusen,Away,RB Leipzig,2,2,2.42,321,0.8,12,7,5,0.38,130,3,2,6,0
2024-2025,19,Borussia Mönchengladbach,Home,Bochum,3,0,3.4,482,0.83,17,6,11,0.57,113,8,0,6,1
2024-2025,19,Bochum,Away,Borussia Mönchengladbach,0,3,0.57,367,0.78,11,4,7,0.43,91,7,0,15,0
2024-2025,19,Hoffenheim,Home,Eintracht Frankfurt,2,2,2.78,449,0.83,24,8,16,0.49,80,9,2,16,0
2024-2025,19,Eintracht Frankfurt,Away,Hoffenheim,2,2,2.48,486,0.87,11,7,4,0.51,76,3,0,8,0
2024-2025,19,Pauli,Home,Union Berlin,3,0,1.4,392,0.82,16,5,11,0.44,69,5,1,6,1
2024-2025,19,Union Berlin,Away,Pauli,0,3,1.25,484,0.83,13,2,11,0.56,72,7,0,15,0
2024-2025,20,Werder Bremen,Home,Mainz,1,0,3.29,313,0.7,12,5,7,0.42,114,3,1,14,1
2024-2025,20,Mainz,Away,Werder Bremen,0,1,1.04,535,0.81,12,2,10,0.58,81,8,1,13,0
2024-2025,20,Pauli,Home,Augsburg,1,1,0.87,415,0.77,5,1,4,0.42,81,3,3,16,0
2024-2025,20,Augsburg,Away,Pauli,1,1,0.29,512,0.85,3,1,2,0.58,79,1,1,18,0
2024-2025,20,Bochum,Home,Freiburg,0,1,1.57,409,0.81,21,4,17,0.53,147,9,1,15,0
2024-2025,20,Freiburg,Away,Bochum,1,0,2.05,294,0.74,11,5,6,0.47,152,7,1,10,1
2024-2025,20,Heidenheim,Home,Borussia Dortmund,1,2,0.7,335,0.74,11,5,6,0.36,81,4,3,11,0
2024-2025,20,Borussia Dortmund,Away,Heidenheim,2,1,1.97,607,0.87,14,5,9,0.64,102,5,1,9,1
2024-2025,20,Bayern Munich,Home,Holstein Kiel,4,3,3.28,765,0.92,27,13,14,0.66,84,12,2,7,1
2024-2025,20,Holstein Kiel,Away,Bayern Munich,3,4,2.28,322,0.84,9,6,3,0.34,67,1,0,10,0
2024-2025,20,VfB Stuttgart,Home,Borussia Mönchengladbach,1,2,1.15,543,0.86,10,3,7,0.54,67,2,5,11,0
2024-2025,20,Borussia Mönchengladbach,Away,VfB Stuttgart,2,1,2.56,457,0.81,15,7,8,0.46,96,0,2,10,1
2024-2025,20,Union Berlin,Home,RB Leipzig,0,0,1.49,378,0.78,23,7,16,0.46,104,4,2,5,0
2024-2025,20,RB Leipzig,Away,Union Berlin,0,0,0.28,466,0.79,6,2,4,0.54,112,5,3,12,0
2024-2025,20,Eintracht Frankfurt,Home,Wolfsburg,1,1,1.37,567,0.82,15,5,10,0.57,97,9,1,8,0
2024-2025,20,Wolfsburg,Away,Eintracht Frankfurt,1,1,1.2,365,0.73,10,2,8,0.43,92,1,3,8,0
2024-2025,20,Bayer Leverkusen,Home,Hoffenheim,3,1,1.51,489,0.89,9,5,4,0.47,88,3,1,14,1
2024-2025,20,Hoffenheim,Away,Bayer Leverkusen,1,3,1.87,515,0.85,13,5,8,0.53,69,3,1,7,0
2024-2025,21,Bayern Munich,Home,Werder Bremen,3,0,4.72,901,0.94,21,12,9,0.69,89,5,3,9,1
2024-2025,21,Werder Bremen,Away,Bayern Munich,0,3,0.1,312,0.81,2,0,2,0.31,81,2,1,8,0
2024-2025,21,Mainz,Home,Augsburg,0,0,1.83,569,0.79,8,4,4,0.63,98,1,1,12,0
2024-2025,21,Augsburg,Away,Mainz,0,0,0.28,285,0.63,8,1,7,0.37,101,3,2,9,0
2024-2025,21,Wolfsburg,Home,Bayer Leverkusen,0,0,0.78,357,0.78,13,8,5,0.43,83,3,2,7,0
2024-2025,21,Bayer Leverkusen,Away,Wolfsburg,0,0,1.36,522,0.85,13,1,12,0.57,95,9,1,8,0
2024-2025,21,Freiburg,Home,Heidenheim,1,0,1.3,518,0.85,9,3,6,0.52,94,6,0,11,1
2024-2025,21,Heidenheim,Away,Freiburg,0,1,0.59,456,0.82,12,5,7,0.48,82,3,2,8,0
2024-2025,21,Hoffenheim,Home,Union Berlin,0,4,1.44,564,0.84,16,4,12,0.6,144,8,0,9,0
2024-2025,21,Union Berlin,Away,Hoffenheim,4,0,2.64,308,0.78,22,7,15,0.4,134,4,2,16,1
2024-2025,21,Borussia Dortmund,Home,VfB Stuttgart,1,2,0.97,596,0.87,16,6,10,0.63,69,9,1,13,0
2024-2025,21,VfB Stuttgart,Away,Borussia Dortmund,2,1,0.31,293,0.74,3,2,1,0.37,83,4,5,14,1
2024-2025,21,Borussia Mönchengladbach,Home,Eintracht Frankfurt,1,1,0.56,523,0.85,8,3,5,0.52,92,6,1,10,0
2024-2025,21,Eintracht Frankfurt,Away,Borussia Mönchengladbach,1,1,2.02,475,0.87,15,6,9,0.48,115,1,2,10,0
2024-2025,21,Holstein Kiel,Home,Bochum,2,2,1.37,399,0.71,10,3,7,0.33,133,3,0,11,0
2024-2025,21,Bochum,Away,Holstein Kiel,2,2,2.05,392,0.72,17,5,12,0.55,122,5,0,16,0
2024-2025,21,,Home,,2,0,1.37,580,0.89,11,6,5,0.57,70,5,3,13,1
2024-2025,21,,Away,,0,2,1.06,433,0.84,9,5,4,0.43,75,4,3,8,0
2024-2025,22,Augsburg,Home,RB Leipzig,0,0,0.81,318,0.79,11,2,9,0.44,80,8,0,12,0
2024-2025,22,RB Leipzig,Away,Augsburg,0,0,1.79,538,0.88,15,4,11,0.56,98,9,2,12,0
2024-2025,22,Pauli,Home,Freiburg,0,1,0.19,516,0.83,5,1,4,0.51,88,2,0,10,0
2024-2025,22,Freiburg,Away,Pauli,1,0,1.35,446,0.81,5,3,2,0.49,92,6,5,10,1
2024-2025,22,Bochum,Home,Borussia Dortmund,2,0,2.98,296,0.75,17,8,9,0.37,109,2,1,12,1
2024-2025,22,Borussia Dortmund,Away,Bochum,0,2,3.25,691,0.88,18,3,15,0.63,104,8,1,4,0
2024-2025,22,Union Berlin,Home,Borussia Mönchengladbach,1,2,2.69,474,0.85,15,4,11,0.49,97,4,4,9,0
2024-2025,22,Borussia Mönchengladbach,Away,Union Berlin,2,1,2.1,466,0.84,9,5,4,0.51,97,5,0,8,1
2024-2025,22,VfB Stuttgart,Home,Wolfsburg,1,2,1.02,514,0.86,9,4,5,0.53,161,7,0,10,0
2024-2025,22,Wolfsburg,Away,VfB Stuttgart,2,1,1.42,360,0.75,5,3,2,0.47,116,5,3,15,1
